LOCAL_WELL,OWNERS_NAM,WATER_LEVE,AQUIFER_NA,WELL_STATU
327,SPEDALE ESTATE,100.96,1200-FOOT SAND OF BATON ROUGE AREA,Active
328,"BOLAND, H",33.5,1200-FOOT SAND OF BATON ROUGE AREA,Abandoned
329,"MICHELLE, J",48.5,1200-FOOT SAND OF BATON ROUGE AREA,Active
944,U S GEOL SURVEY,33.53,2800-FOOT SAND OF BATON ROUGE AREA,Active
945,U S GEOL SURVEY,118.77,600-FOOT SAND OF BATON ROUGE AREA,Active
1303,BATON ROUGE WW,135,1700-FOOT SAND OF BATON ROUGE AREA,Active
1307,LSU FIRE TRAIN,2,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Active
1308,BATON ROUGE WW,98,1000-FOOT SAND OF BATON ROUGE AREA,Active
5198Z,EB PUBLIC WORKS,2.4,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
5199Z,EB PUBLIC WORKS,3,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
1264,U S GEOL SURVEY,33.32,400-FOOT SAND OF BATON ROUGE AREA,Active
1265,"HEIST, C H CORP",20,400-FOOT SAND OF BATON ROUGE AREA,Active
1266,PLANTASIA,20,400-FOOT SAND OF BATON ROUGE AREA,Active
5097Z,EB PARISH,3,400-FOOT SAND OF BATON ROUGE AREA,Active
5100Z,BFI,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
5101Z,BFI,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
5102Z,BFI,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
774,BATON ROUGE WW,126,2000-FOOT SAND OF BATON ROUGE AREA,Active
775,"HENDERSON, R",0,400-FOOT SAND OF BATON ROUGE AREA,Active
776,"COLE, R",9,SHALLOW SANDS OF BATON ROUGE AREA,Active
777,U S GEOL SURVEY,52.34,1500-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
778,U S GEOL SURVEY,40.1,2000-FOOT SAND OF BATON ROUGE AREA,Active
926,BATON ROUGE WW,53.5,1000-FOOT SAND OF BATON ROUGE AREA,Active
927,BATON ROUGE WW,135,1500-FOOT SAND OF BATON ROUGE AREA,Active
928,BATON ROUGE WW,204,2400-FOOT SAND OF BATON ROUGE AREA,Active
930,U S GEOL SURVEY,51.06,600-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
931,LA PUBLIC WORKS,8.95,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
1287,BATON ROUGE WW,107,1200-FOOT SAND OF BATON ROUGE AREA,Active
5174Z,"BONFANTI, D",0,[NO WELL MADE],Active
1192,MCKAY INTERIORS,20,SHALLOW SANDS OF BATON ROUGE AREA,Active
510,BATON ROUGE WW,77.65,1500-FOOT SAND OF BATON ROUGE AREA,Active
511,PARTY TIME ICE,0,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
512,PARTY TIME ICE,0,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
514B,BATON ROUGE WW,8.01,2400-FOOT SAND OF BATON ROUGE AREA,Destroyed
121,OAK GROVE DAIRY,46,1500-FOOT SAND OF BATON ROUGE AREA,Destroyed
122,EB REC PARK COM,51,600-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
123,EB REC PARK COM,50.69,600-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
126,BROWN-EAGLE ICE,67,600-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
127,PARTY TIME ICE,47.6,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
5208Z,"MESSINA, L J",0,[NO WELL MADE],Active
5209Z,FAST TRACK,0,[NO WELL MADE],Active
5798Z,"ADAMS, TOM",15,SHALLOW SANDS OF BATON ROUGE AREA,Active
5177Z,"KOGOS, GERALD",0,[NO WELL MADE],Active
5182Z,"HALLOWAY, LILLY",30,SHALLOW SANDS OF BATON ROUGE AREA,Active
5183Z,"ENGLAND, JAMES",25,SHALLOW SANDS OF BATON ROUGE AREA,Active
5184Z,"FISHER, ROGER",10,400-FOOT SAND OF BATON ROUGE AREA,Active
5185Z,"BARARD, G A",32,400-FOOT SAND OF BATON ROUGE AREA,Active
5186Z,CMMI MANAGMENT,0,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
5187Z,"BARARD, G A",0,600-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
5353Z,"HEARN, JOHN",0,[NO WELL MADE],Active
1011,REAMES & BAILEY,0,[NO WELL MADE],Plugged and Abandonded
1012,REAMES & BAILEY,0,400-FOOT SAND OF BATON ROUGE AREA,Active
1013,LSU BATON ROUGE,12.04,SHALLOW SANDS OF BATON ROUGE AREA,Active
1014,LSU BATON ROUGE,10.97,SHALLOW SANDS OF BATON ROUGE AREA,Active
1015,U S GEOL SURVEY,1.89,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
1016A,BATON ROUGE WW,44.94,600-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
1017A,BATON ROUGE WW,0,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
1017B,BATON ROUGE WW,0,[NO WELL MADE],Plugged and Abandonded
1017C,BATON ROUGE WW,41.87,400-FOOT SAND OF BATON ROUGE AREA,Active
5811Z,"HICKS, TED",0,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
5812Z,"BOONE, JERRY",30,SHALLOW SANDS OF BATON ROUGE AREA,Active
857,STUDENT STATION,0,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
858,"RAYFORD, SISCO",20,400-FOOT SAND OF BATON ROUGE AREA,Active
755,"MELANCON, C",0,SHALLOW SANDS OF BATON ROUGE AREA,Active
756,BATON ROUGE WW,105.86,1200-FOOT SAND OF BATON ROUGE AREA,Active
757,WEBER,0,SHALLOW SANDS OF BATON ROUGE AREA,Active
761,BRIARWOOD CLUB,20.34,400-FOOT SAND OF BATON ROUGE AREA,Abandoned
762,"HARTLEY, RICH",27,SHALLOW SANDS OF BATON ROUGE AREA,Active
763,"HARTLEY, RICH",0,SHALLOW SANDS OF BATON ROUGE AREA,Active
766,"DUNLAP, L",0,SHALLOW SANDS OF BATON ROUGE AREA,Active
769,BATON ROUGE WW,94,2400-FOOT SAND OF BATON ROUGE AREA,Active
1018,PARISH WATER CO,0,600-FOOT SAND OF BATON ROUGE AREA,Active
1019,U S GEOL SURVEY,41.34,600-FOOT SAND OF BATON ROUGE AREA,Active
1179,UNION TEXAS PET,2,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Active
1180,"EDMONDS, TODD",40,SHALLOW SANDS OF BATON ROUGE AREA,Active
1181,BR CRAWFISH,30,SHALLOW SANDS OF BATON ROUGE AREA,Active
1182,"GRICE, BOBBY",47,SHALLOW SANDS OF BATON ROUGE AREA,Active
499,EXXON CO USA,0,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
500,CINTAS CORP,145.67,600-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
505,EXXON CO USA,204.12,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
506,EXXON CO USA,88.8,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
507,"SMITH, J",123.5,400-FOOT SAND OF BATON ROUGE AREA,Abandoned
5633Z,CHEVRON,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
5635Z,"LEA, MAXWELL",0,[NO WELL MADE],Active
5636Z,CHEVRON,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
771,BATON ROUGE WW,72,1500-FOOT SAND OF BATON ROUGE AREA,Active
772,BATON ROUGE WW,65,1000 AND 1200 FOOT SANDS OF BATON ROUGE AREA,Active
5105Z,DENOVO OIL-GAS,7,SHALLOW SANDS OF BATON ROUGE AREA,Active
5110Z,LAKESHORE PETRO,7,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
5116Z,"OBY, CHESTER",0,400-FOOT SAND OF BATON ROUGE AREA,Active
5118Z,EXXON CHEMICAL,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
371A,COPOLYMER RUB,,2400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
371B,COPOLYMER RUB,38.56,1500-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
372A,COPOLYMER RUB,18,2400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
372B,COPOLYMER RUB,97.44,2000-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
932,LA PUBLIC WORKS,0,[NO WELL MADE],Plugged and Abandonded
934,U S GEOL SURVEY,44.2,400-FOOT SAND OF BATON ROUGE AREA,Active
936,U S GEOL SURVEY,0,[NO WELL MADE],Plugged and Abandonded
938,BATON ROUGE WW,151,1500-FOOT SAND OF BATON ROUGE AREA,Active
939,BATON ROUGE WW,165,1500-FOOT SAND OF BATON ROUGE AREA,Active
5608Z,CHEVRON,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
5637Z,CHEVRON,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
5638Z,CHEVRON,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
5639Z,CHEVRON,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
5641Z,CHEVRON,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
5644Z,EXXON CHEMICAL,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
5222Z,"DANIELS, CHAS",0,[NO WELL MADE],Active
5196Z,EB PUBLIC WORKS,1,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
156,"BATES, C",28,1200-FOOT SAND OF BATON ROUGE AREA,Destroyed
157,"BATES, C",23,1500-FOOT SAND OF BATON ROUGE AREA,Active
158,"WEILER, J",0,1200-FOOT SAND OF BATON ROUGE AREA,Destroyed
159,LA CONCRETE,40,800-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
166,BATON ROUGE WW,55,1000-FOOT SAND OF BATON ROUGE AREA,Destroyed
6205Z,CHEVRON,1.82,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6206Z,CHEVRON,0.82,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6207Z,CHEVRON,0.35,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6208Z,CHEVRON,1.1,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
5616Z,SHELL OIL,11.1,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
5617Z,E Z SERVE,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
5618Z,E Z SERVE,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Excavated
5194Z,EB PUBLIC WORKS,0.6,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
5195Z,EB PUBLIC WORKS,2.3,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
5379Z,"KIZER, ROLAND",0,[NO WELL MADE],Active
5380Z,FAST TRACK,0,[NO WELL MADE],Active
554,LSU BATON ROUGE,30.2,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
557,EXXON CHEMICAL,59,1200-FOOT SAND OF BATON ROUGE AREA,Active
558,PATTERSON EQUIP,0,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
559,EXXON CHEMICAL,191,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
168,BATON ROUGE WW,14,1500-FOOT SAND OF BATON ROUGE AREA,Active
1320,BREC,6,NORCO AQUIFER,Active
1325,DOLESE BROS CO,0,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
1327,BREC,56,600-FOOT SAND OF BATON ROUGE AREA,Active
5457Z,CADDO MANAGE,40,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
5683Z,SOUTHLAND CORP,5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
5684Z,SOUTHLAND CORP,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
5685Z,SOUTHLAND CORP,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
5686Z,SOUTHLAND CORP,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
1185,"MCDANIEL, MILT",55,400-FOOT SAND OF BATON ROUGE AREA,Active
6522Z,CHEVRON,5.3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6523Z,CHEVRON,5,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
6524Z,CHEVRON,4.7,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
1351,BREC,48,400- AND 600-FT SANDS OF BATON ROUGE AREA,Active
1352,BATON ROUGE WC,92,800-FOOT SAND OF BATON ROUGE AREA,Active
1354,BATON ROUGE WC,113,800-FOOT SAND OF BATON ROUGE AREA,Active
1356,BATON ROUGE WAT,168,1700-FOOT SAND OF BATON ROUGE AREA,Active
5583Z,WITTER FARMS,0,[NO WELL MADE],Active
5584Z,FAST TRACK,0,[NO WELL MADE],Active
5585Z,FAST TRACK,0,[NO WELL MADE],Active
5645Z,EXXON CHEMICAL,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
378,"DAY, T",85.5,2800-FOOT SAND OF BATON ROUGE AREA,Abandoned
5619Z,E Z SERVE,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Excavated
5620Z,E Z SERVE,3,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Excavated
5621Z,"CUTRER, A M",0,[UNKNOWN],Active
5622Z,PARISH WATER CO,0,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
5623Z,"LITTLEFIELD, P",21,400-FOOT SAND OF BATON ROUGE AREA,Active
1362,CHEVRON EMC,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
284,"BENNETT, F",0,SHALLOW SANDS OF BATON ROUGE AREA,Destroyed
400A,BATON ROUGE WW,41.6,2400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
584,BATON ROUGE WW,21.75,1200-FOOT SAND OF BATON ROUGE AREA,Active
590,"NESOM, J",18,1200-FOOT SAND OF BATON ROUGE AREA,Destroyed
591,BATON ROUGE WW,39.63,1200-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
593,"PAULAT, G",24,400-FOOT SAND OF BATON ROUGE AREA,Destroyed
101,BATON ROUGE WW,46,1500-FOOT SAND OF BATON ROUGE AREA,Destroyed
103,BATON ROUGE WW,32,1500-FOOT SAND OF BATON ROUGE AREA,Destroyed
104,BATON ROUGE WW,0,1500-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
105,BATON ROUGE WW,52,1500-FOOT SAND OF BATON ROUGE AREA,Destroyed
106,BATON ROUGE WW,0,1500-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
5019Z,GOLDKING PROD,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
400B,BATON ROUGE WW,97,2800-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
400C,BATON ROUGE WW,42.7,2000-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
403,EXXON CHEMICAL,28,1200-FOOT SAND OF BATON ROUGE AREA,Active
405,"SULLIVAN, F G",45,400-FOOT SAND OF BATON ROUGE AREA,Active
412,"GUY, H",12,800-FOOT SAND OF BATON ROUGE AREA,Active
5045Z,UNION TEXAS PET,60,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
37,EXXON CHEMICAL,109,400- AND 600-FT SANDS OF BATON ROUGE AREA,Abandoned
5049Z,DENOVO OIL-GAS,17,SHALLOW SANDS OF BATON ROUGE AREA,Active
5053Z,"MCCANN, WALTER",0,600-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
459,"HERNANDEZ, A",0,400-FOOT SAND OF BATON ROUGE AREA,Abandoned
463,EXXON CO USA,0,400-FOOT SAND OF BATON ROUGE AREA,Destroyed
38,EXXON CHEMICAL,103,400- AND 600-FT SANDS OF BATON ROUGE AREA,Destroyed
39,EXXON CHEMICAL,20,1200-FOOT SAND OF BATON ROUGE AREA,Abandoned
1364,REC & PARK COMM,8,[TO BE DETERMINED],Active
1367,BR WATER CO,156,2400-FOOT SAND OF BATON ROUGE AREA,Active
5025Z,PERFORMANCE CON,14,400-FOOT SAND OF BATON ROUGE AREA,Active
5026Z,WOOLF & MAGEE,17,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
241,LSU BATON ROUGE,31.6,600-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
242,LSU BATON ROUGE,1.55,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
243,LSU BATON ROUGE,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Destroyed
244,LSU BATON ROUGE,10.6,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Destroyed
245,"BIRD, L",6,SHALLOW SANDS OF BATON ROUGE AREA,Destroyed
246,"TRICHE, V",0,SHALLOW SANDS OF BATON ROUGE AREA,Destroyed
247,HODGES CONST,15,400-FOOT SAND OF BATON ROUGE AREA,Active
248,"ANDERSON, MIKE",27,SHALLOW SANDS OF BATON ROUGE AREA,Active
250,"LETEFF, S",6.76,SHALLOW SANDS OF BATON ROUGE AREA,Abandoned
251,"CHIDESTER, A",0,SHALLOW SANDS OF BATON ROUGE AREA,Destroyed
252,"PECUE, W",0,SHALLOW SANDS OF BATON ROUGE AREA,Destroyed
253,"CAMPBELL, F",3.5,SHALLOW SANDS OF BATON ROUGE AREA,Destroyed
1372,EXXON MOBIL,96,800-FOOT SAND OF BATON ROUGE AREA,Active
5002Z,GOLDRUS DRLG,0,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
5006Z,WOOLF & MAGEE,35,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
5008Z,GOLDKING PROD,0,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
5009Z,GOLDKING PROD,0,600-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
5011Z,GOLDKING PROD,0,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
5027Z,GOLDRUS DRLG,0,600-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
5029Z,GREAT SOUTHERN,16,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
5032Z,GOLDKING PROD,0,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
5035Z,TRIUMPH ENERGY,0,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
5038Z,WOOLF & MAGEE,10,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
5039Z,JMR OIL,16,SHALLOW SANDS OF BATON ROUGE AREA,Active
5040Z,LAKESHORE PETRO,0,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
5041Z,GOLDKING PROD,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
90,BATON ROUGE WW,0.45,2000-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
91A,BATON ROUGE WW,26,1500-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
91B,BATON ROUGE WW,7.4,1500-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
92,BATON ROUGE WW,1.9,2000-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
5407Z,"PARILLO, JASPER",23,SHALLOW SANDS OF BATON ROUGE AREA,Active
413,BATON ROUGE WW,55.43,1500-FOOT SAND OF BATON ROUGE AREA,Active
5415Z,BFI,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
5417Z,"HERALD, JERRY",0,[NO WELL MADE],Active
5418Z,EXXON CO USA,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Plugged and Abandonded
305,"LEE, I",20.5,1500-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
306,"ANDREWS, H L",30,1200-FOOT SAND OF BATON ROUGE AREA,Abandoned
307,"ANDREWS, H L",45,1200-FOOT SAND OF BATON ROUGE AREA,Destroyed
308,"GOTTLIEB, L",45,1200-FOOT SAND OF BATON ROUGE AREA,Abandoned
311,BATON ROUGE WW,36,1500-FOOT SAND OF BATON ROUGE AREA,Destroyed
312,BATON ROUGE WW,35,1500-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
492,"BRYANT, S",137.52,400-FOOT SAND OF BATON ROUGE AREA,Abandoned
493,PARTY TIME ICE,125,600-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
494,THOMAS STEEL,0,600-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
495,EB REC PARK COM,72,400-FOOT SAND OF BATON ROUGE AREA,Destroyed
83,GULF STATES UTL,14.8,1700-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
93A,BATON ROUGE WW,76,2000-FOOT SAND OF BATON ROUGE AREA,Destroyed
93B,BATON ROUGE WW,1.7,2400-FOOT SAND OF BATON ROUGE AREA,Destroyed
94,BATON ROUGE WW,16,1500-FOOT SAND OF BATON ROUGE AREA,Destroyed
291,KOCH GATEWAY,20,1200-FOOT SAND OF BATON ROUGE AREA,Active
292,KOCH GATEWAY,15,1200-FOOT SAND OF BATON ROUGE AREA,Abandoned
298,"JOSEPH, G",37.7,1200-FOOT SAND OF BATON ROUGE AREA,Active
299,"DRESSER, H",39,1200-FOOT SAND OF BATON ROUGE AREA,Abandoned
300,"SCHEINUK, S",27,1200-FOOT SAND OF BATON ROUGE AREA,Destroyed
301,"WITTER, P",35,1200-FOOT SAND OF BATON ROUGE AREA,Active
116,"PEABODY, BEN",55,2000-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
117,EB REC PARK COM,28,1200-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
324,"HILL, JOHNNY",31.2,1200-FOOT SAND OF BATON ROUGE AREA,Destroyed
415,"BURNS, W",0,SHALLOW SANDS OF BATON ROUGE AREA,Destroyed
418,SHAMROCK OIL CO,0,400-FOOT SAND OF BATON ROUGE AREA,Destroyed
426,"ADAMS, J",18.75,SHALLOW SANDS OF BATON ROUGE AREA,Abandoned
573,DOLESE CONCRETE,20,SHALLOW SANDS OF BATON ROUGE AREA,Plugged and Abandonded
575,LSU BATON ROUGE,70,2000-FOOT SAND OF BATON ROUGE AREA,Active
580,EXXON CO USA,115,1200-FOOT SAND OF BATON ROUGE AREA,Active
583,"NEHER, C",3.3,SHALLOW SANDS OF BATON ROUGE AREA,Active
84,BATON ROUGE WW,38,1500-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
85A,BATON ROUGE WW,78,2000-FOOT SAND OF BATON ROUGE AREA,Destroyed
85B,BATON ROUGE WW,0,2000-FOOT SAND OF BATON ROUGE AREA,Destroyed
86B,BATON ROUGE WW,9.6,2000-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
88,BATON ROUGE WW,3.3,2000-FOOT SAND OF BATON ROUGE AREA,Destroyed
5389Z,FAST TRACK,0,[NO WELL MADE],Active
5390Z,LAUREL FIRE STA,0,[NO WELL MADE],Active
431,"NESOM, K",14,400-FOOT SAND OF BATON ROUGE AREA,Destroyed
436,MARS MASTER BLD,11,400-FOOT SAND OF BATON ROUGE AREA,Abandoned
437,"PALMER, N",0.5,400-FOOT SAND OF BATON ROUGE AREA,Abandoned
439,"BALL, I",0,SHALLOW SANDS OF BATON ROUGE AREA,Destroyed
442,EXXON CO USA,147,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
5124Z,EXXON CHEMICAL,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
5125Z,EXXON CHEMICAL,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
5126Z,EXXON CHEMICAL,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
5127Z,EXXON CHEMICAL,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
5128Z,EXXON CHEMICAL,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
5129Z,EXXON CHEMICAL,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
5130Z,EXXON CHEMICAL,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Active
5131Z,EXXON CHEMICAL,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
5133Z,EXXON CHEMICAL,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
5134Z,EXXON CHEMICAL,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,Plugged and Abandonded
5136Z,"HERELSON, KEITH",0,SHALLOW SANDS OF BATON ROUGE AREA,Active
5139Z,"HICKS, TED",20,SHALLOW SANDS OF BATON ROUGE AREA,Active
5144Z,GOLDKING PROD,0,MISSISSIPPI RIVER ALLUVIAL AQUIFER,Plugged and Abandonded
5632Z,CHEVRON,0,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,Active
111,KEANS LAUNDRY,51.5,1200-FOOT SAND OF BATON ROUGE AREA,Destroyed
112,CINTAS CORP,73.9,2000-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
113,KEANS LAUNDRY,19,1200-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
114A,HOLSUM BAKERY,76,600-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
114B,HOLSUM BAKERY,0,800-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
115,PEOPLES LAUNDRY,36,800-FOOT SAND OF BATON ROUGE AREA,Abandoned
445,BR COUNTRY CLUB,12.11,400-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
446,CYPRESS LAKE GC,10,SHALLOW SANDS OF BATON ROUGE AREA,Active
447,BATON ROUGE WW,2,1500-FOOT SAND OF BATON ROUGE AREA,Plugged and Abandonded
448,BATON ROUGE WW,4,1500-FOOT SAND OF BATON ROUGE AREA,Destroyed
451,CAPITAL CITY TO,20,400-FOOT SAND OF BATON ROUGE AREA,Active
452,"SMITH, E",27,SHALLOW SANDS OF BATON ROUGE AREA,Active
